title,year,genre,duration,country,director,humor,rhythm,effort,tension,vote,votes_total
Les aiguilles rouges,2006,Drama,88,France,Jean-François Davy,0,2,2,1,5,7
Inserts,1975,Drama,117,Great Britain,John Byrum,0,2,2,0,7,21
Geomeun jip,2007,Horror,104,South Korea,Terra Shin,2,2,1,2,4,20
Bienvenue chez les Ch'tis,2008,Comedy,106,France,Dany Boon,3,3,1,1,6,221
Eine Liebe im Zeichen des Drachen,2008,Drama,90,Germany,Helmut Metzger,0,2,0,1,3,3
Disco,2008,Comedy,103,France,Fabien Onteniente,1,2,0,1,4,9
Das Inferno - Flammen über Berlin,2007,Action,90,Germany,Rainer Matsutani,1,2,1,2,4,10
Genova,2008,Drama,92,Great Britain,Michael Winterbottom,0,1,0,3,6,33
Der Baader Meinhof Komplex,2008,Drama,150,Germany,Uli Edel,0,3,4,3,6,116
The McKenzie Break,1970,War,108,Great Britain,Lamont Johnson,0,2,0,1,6,11
Home,2008,Comedy,95,France,Ursula Meier,2,3,2,3,7,58
Inga Lindström - Die Farm am Mälarsee,2004,Romantic,90,Germany,Karola Meeder,0,2,0,0,3,10
Rosamunde Pilcher: Aus Liebe und Leidenschaft,2007,Drama,90,Germany,Karl Kases,0,1,1,1,3,10
The Horseman,2008,Thriller,110,Australia,Steven Kastrissios,0,0,0,0,4,4
Jamaica Inn,1939,Thriller,108,Great Britain,Alfred Hitchcock,0,2,0,1,6,53
I Come with the Rain,2008,Thriller,114,France,Tràn Anh Hùng,0,0,0,0,7,8
Jerichow,2009,Drama,93,Germany,Christian Petzold,0,2,2,2,6,8
Stella,2008,Drama,102,France,Sylvie Verheyde,1,2,1,1,7,51
Inga Lindström - Der Weg zu dir,2005,Romantic,90,Germany,Helmut FÃ¶rnbacher,0,0,0,0,3,4
War Requiem,1988,Drama,92,Great Britain,Derek Jarman,0,0,0,0,8,6
Shanghai Baby,2007,Drama,100,Germany,Berengar Pfahl,1,1,0,0,4,7
Die drei Räuber,2007,Animation,75,Germany,Hayo Freitag,3,2,2,3,6,11
Les Plages d'Agnès,2008,Documentary,100,France,Agnés Varda,0,0,0,0,8,16
Inga Lindström - Sprung ins Glück,2005,Drama,90,Germany,Heidi Kranz,0,1,1,1,3,7
Rosamunde Pilcher: Sommer der Liebe,2007,Romantic,90,Germany,Thomas Hezel,0,2,0,0,4,6
Patte blanches,1948,Drama,98,France,Jean Grémillon,0,2,2,2,7,7
Cosa de brujas,2003,Horror,102,Spain,José Miguel Juárez,0,2,0,2,5,12
Un lac,2008,Drama,90,France,Philippe Grandrieux,0,0,0,0,8,20
Inga Lindstrom - Wind über den Schären,2004,Drama,83,Germany,Michael Steinke,0,2,0,0,3,9
My Family and the Other Animals,2005,Comedy,90,Great Britain,Sheree Folkson,2,2,0,0,5,5
Rosamunde Pilcher - Der Mann meiner Traüme,2007,Drama,90,Germany,Dieter Kehler,0,2,0,0,3,7
Das Papst attentat,2008,Thriller,108,Germany,Rainer Matsutani,0,2,0,2,6,3
Mesrine: L'ennemi public n. 1,2008,Gangster,113,France,Jean-François Richet,1,2,2,3,7,142
Filth and Wisdom,2008,Comedy,81,Great Britain,Madonna,2,2,1,0,5,52
OSS 117: Le Caire nid d'espions,2006,Action,99,France,Michel Hazanavicius,1,1,0,0,6,36
How to Lose Friends & Alienate People,2008,Comedy,110,Great Britain,Robert B. Weide,3,2,1,1,6,116
Pour elle,2008,Drama,96,France,Fred Cavayé,0,3,0,2,7,77
Comme les autres,2008,Comedy,90,France,Vincent Garenq,1,2,1,0,5,25
Les mille et une perversions de Felicia,1975,Drama,96,France,Max Pecas,0,0,0,0,5,4
Die Bergkatze,1921,Comedy,79,Germany,Ernst Lubitsch,0,0,0,0,7,19
Welcome to Dongmakgol,2005,Comedy,133,South Korea,Kwang-Hyun Park,0,0,0,0,7,6
This Is the Sea,1997,Drama,104,Ireland,Mary McGuckian,0,2,1,1,5,3
Un petit monastère en Toscane,1988,Documentary,53,France,Otar Iosseliani,0,1,3,0,7,10
Private Moments,2005,Drama,85,Great Britain,Jag Mundhra,0,2,0,0,4,3
Le fond de l'air est rouge,1977,Documentary,180,France,Chris Marker,0,1,4,0,7,6
Il y a longtemps que je t'aime,2008,Drama,115,France,Philippe Claudel,0,2,2,2,7,84
Summer,2008,Drama,83,Great Britain,Kenneth Glenaan,0,2,2,1,6,15
Incendiary,2009,Drama,96,Great Britain,Sharon Maguire,0,2,2,2,5,51
Easy Virtue,1928,Drama,79,Great Britain,Alfred Hitchcock,0,0,0,0,5,21
The Lodger,1927,Thriller,75,Great Britain,Alfred Hitchcock,1,3,2,2,8,74
The Ring,1927,Drama,116,Great Britain,Alfred Hitchcock,1,1,1,0,6,32
Downhill,1927,Drama,80,Great Britain,Alfred Hitchcock,0,0,0,0,6,26
The Farmer's Wife,1928,Comedy,129,Great Britain,Alfred Hitchcock,2,1,1,1,5,26
Champagne,1928,Comedy,86,Great Britain,Alfred Hitchcock,0,0,0,0,5,29
The Manxman,1929,Drama,90,Great Britain,Alfred Hitchcock,0,0,0,0,5,25
Resolution 819,2008,History,95,France,Giacomo Battiato,0,0,0,0,7,4
La chambre des morts,2007,Thriller,115,France,Alfred Lot,0,2,0,2,5,14
Truands,2007,Thriller,107,France,Frédéric Schoendoerffer,0,0,0,0,7,4
The Sender,1982,Horror,91,Great Britain,Roger Christian,0,0,0,0,5,5
And Now the Screaming Starts!,1973,Horror,91,Great Britain,Roy Ward Baker,0,0,0,0,6,10
House of Mortal Sin,1976,Horror,104,Great Britain,Pete Walker,0,0,0,0,7,16
Lol,2009,Comedy,107,France,Lisa Azuelos,2,2,0,0,4,20
Tod für fünf Stimmen,1995,Documentary,59,Germany,Werner Herzog,0,0,0,0,6,8
Dorian Gray,2009,Drama,113,Great Britain,Oliver Parker,1,2,1,2,4,177
Eden Lake,2008,Horror,91,Great Britain,James Watkins,0,1,2,3,6,129
Scènes de crimes,2000,Thriller,100,France,Frédéric Schoendoerffer,0,3,0,3,5,14
Diario de una ninfómana,2008,Erotico,95,Spain,Christian Molina,0,1,1,0,3,79
Ballet Shoes,2007,Drama,90,Great Britain,Sandra Goldbacher,1,2,0,1,5,4
Transporter 3,2008,Action,92,France,Olivier Megaton,0,2,0,1,3,63
The Calcium Kid,2004,Comedy,89,Great Britain,Alex De Rakoff,0,0,0,0,3,4
Alors voilà,1997,Comedy,94,France,Michel Piccoli,1,2,1,0,6,5
C'est pas tout à fait la vie dont j'avais rêvé,2005,Drama,73,France,Michel Piccoli,0,2,2,1,7,4
Me and Orson Welles,2008,Drama,107,Great Britain,Richard Linklater,0,2,1,2,6,27
Bi-mong,2008,Drama,95,South Korea,Kim Ki-duk,0,0,0,0,6,23
Un héros très discret,1996,Drama,107,France,Jacques Audiard,0,0,0,0,7,9
¿Quién puede matar a un niño?,1976,Horror,107,Spain,Narciso Ibáñez Serrador,0,0,0,0,7,42
Die Teufel von Loudun,1969,Musical,108,Germany,Joachim Hess,0,0,0,0,9,3
Bam gua nat,2008,Drama,139,South Korea,Sang-soo Hong,0,1,0,3,7,12
The Edge of Love,2008,Drama,110,Great Britain,John Maybury,0,2,1,1,5,18
Of Time and the City,2008,Documentary,72,Great Britain,Terence Davies,0,0,0,0,7,4
Somers Town,2008,Comedy,75,Great Britain,Shane Meadows,0,0,0,0,7,10
Die Jagd nach dem Schatz der Nibelungen,2008,Adventure,120,Germany,Ralf Huettner,1,2,0,0,5,7
Flashbacks of a Fool,2008,Drama,110,Great Britain,Baillie Walsh,1,2,2,2,6,10
Donkey Punch,2008,Thriller,99,Great Britain,Oliver Blackburn,0,0,0,0,4,8
Lissi und der wilde Kaiser,2007,Animation,85,Germany,Michael Herbig,0,1,0,0,4,13
Little Ashes,2008,Drama,107,Great Britain,Paul Morrison,0,0,0,0,3,4
Virgin Witch,1972,Horror,88,Great Britain,Ray Austin,0,0,0,0,3,8
Till Eulenspiegel,2003,Animation,81,Germany,Eberhard Junkersdorf,1,2,0,1,5,3
Le prestige de la mort,2006,Comedy,75,France,Luc Moullet,2,2,2,1,5,6
Rosamunde Pilcher: Pfeile der Liebe,2007,Romantic,85,Germany,John Delbridge,1,2,0,1,3,5
Le Premier cri,2007,Documentary,99,France,Gilles de Maistre,0,2,4,1,4,7
Bellamy,2009,Crime,110,France,Claude Chabrol,0,2,1,2,6,36
Tous est pardonné,2007,Drama,100,France,Mia Hansen-Løve,0,2,2,1,7,12
Ander,2009,,128,Spain,Roberto Castón,0,0,0,0,7,14
Welcome,2009,Drama,115,France,Philippe Lioret,0,3,5,4,7,206
La barbe bleue,2009,Fantasy,80,France,Catherine Breillat,0,0,0,0,7,3
Geoul sokeuro,2003,Thriller,113,South Korea,Kim Sung-ho,0,3,0,2,5,21
Mesrine: L'ennemi public n° 1,2008,Biography,130,France,Jean-François Richet,1,2,2,3,7,126
Eden Log,2007,Horror,98,France,Franck Vestiel,0,0,0,0,3,4
Crash Kids: Trust No One,2006,Action,90,Germany,Raoul W. Heimrich,0,3,0,1,4,4
Lost City Raiders,2008,Action,90,Germany,Jean de Segonzac,0,2,0,1,3,11
Le grand alibi,2008,Thriller,93,France,Pascal Bonitzer,0,2,1,2,5,43
The Boat That Rocked,2009,Comedy,135,Great Britain,Richard Curtis,4,3,1,1,7,246
Eva,1948,Drama,98,Sweden,Gustaf Molander,0,0,0,0,6,11
La mort de Belle,1961,Thriller,90,France,Edouard Molinaro,0,0,0,0,7,8
Los abrazos rotos,2009,Mélo,127,Spain,Pedro Almodóvar,1,2,2,2,6,180
Taxi 4,2007,Action,91,France,Gérard Krawczyk,1,3,0,0,3,15
In the Loop,2009,Comedy,106,Great Britain,Armando Iannucci,0,0,0,0,5,15
Die Gezeichneten,1922,Drama,84,Germany,Carl Theodor Dreyer,0,0,0,0,6,5
Fuera de carta,2008,Comedy,111,Spain,Nacho G. Velilla,2,2,1,1,6,37
Persécution,2009,Drama,98,France,Patrice Chéreau,0,0,0,0,6,23
Les regrets,2009,Drama,105,France,Cédric Kahn,0,2,0,2,7,3
Coco avant Chanel,2009,Biography,110,France,Anne Fontaine,0,2,0,0,5,43
Tout le plaisir est pour moi,2004,Comedy,82,France,Isabelle Broué,0,0,0,0,5,3
The Skin Game,1931,Drama,77,Great Britain,Alfred Hitchcock,0,1,1,1,5,22
Hellphone,2007,Comedy,98,France,James Huth,1,2,0,0,3,6
The Diary of Anne Frank,2008,Drama,110,Great Britain,Jon Jones,0,2,2,1,4,24
The Match,1999,Comedy,95,Great Britain,Mick Davis,0,0,0,0,7,3
Un prophéte,2009,Drama,155,France,Jacques Audiard,1,3,4,3,8,349
À l'origine,2009,Drama,150,France,Xavier Giannoli,0,0,0,0,7,7
Enter the Void,2009,Drama,161,France,Gaspar Noé,2,3,2,4,7,117
Bakjwi,2009,Drama,133,South Korea,Chan-wook Park,0,0,0,0,7,83
Schatten - Eine nächtliche Halluzination,1923,Drama,90,Germany,Arthur Robison,0,0,0,0,8,11
Les femmes de l'ombre,2008,Drama,117,France,Jean-Paul Salomé,0,2,3,2,6,31
Madeo ,2009,Drama,128,South Korea,Joon-ho Bong,2,2,3,2,7,145
Irene,2009,Drama,83,France,Alain Cavalier,0,2,3,1,6,8
Les beaux gosses,2009,Comedy,90,France,Riad Sattouf,2,2,1,1,6,18
Le roi de l'évasion,2009,Comedy,99,France,Alain Guiraudie,3,3,1,0,7,9
L'armée du crime,2009,Drama,139,France,Robert Guédiguian,0,0,0,0,7,4
Coco Chanel & Igor Stravinsky,2009,Drama,120,France,Jan Kounen,0,2,0,0,5,16
Hierro,2009,Thriller,91,Spain,Gabe Ibáñez,0,0,0,0,6,8
Samson and Delilah,2009,Drama,101,Australia,Warwick Thornton,0,0,0,0,6,4
Look Both Ways ,2005,Drama,100,Australia,Sarah Watt,0,2,3,2,6,26
Wie angelt man sich seine Chefin ,2007,Comedy,90,Germany,Sophie Allet-Coche,1,2,0,0,3,4
Rosamunde Pilcher: Die Liebe ihres Lebens,2006,Romantic,90,Germany,Michael Steinke,0,2,0,1,3,8
Comme un poisson hors de l'eau,1999,Comedy,90,France,Hervé Hadmar,1,2,0,1,3,4
Moon,2009,Sci-Fi,97,Great Britain,Duncan Jones,0,2,3,2,7,464
Rosamunde Pilcher - Wind Uber der See,2007,Romantic,90,Germany,Thomas Herrmann,0,2,0,1,3,9
Home ,2009,Documentary,90,France,Yann Arthus-Bertrand,0,3,4,0,7,21
The Damned United ,2009,Biography,97,Great Britain,Tom Hooper,1,3,2,0,7,137
Wallander. Broderna,2005,Thriller,89,Great Britain,Jorn Faurschou,0,2,0,2,5,5
Familie Sonnenfeld - Glück im Unglück,2007,Comedy,90,Germany,Christine Kabisch,1,2,0,0,3,3
The Sorcerers ,1967,Horror,87,Great Britain,Michael Reeves,0,0,0,0,6,15
Arthur et la vengeance de Maltazard,2009,Animation,93,France,Luc Besson,2,2,0,1,5,23
From Paris with Love,2009,Action,92,France,Pierre Morel,1,3,0,2,4,113
Inga Lindström - Im Sommerhaus,2005,Romantic,87,Germany,Heidi Kranz,0,1,0,1,2,6
Rosamunde Pilcher - Wiedersehen am Fluss,2007,Romantic,90,Germany,Stefan Bartmann,0,0,0,0,2,5
Im Tal der wilden Rosen: Vermächtnis der Liebe,2007,Romantic,90,Germany,Dieter Kehler,0,2,0,1,4,4
Frau im Mond,1929,Drama,163,Germany,Fritz Lang,0,2,2,1,8,36
Las 13 rosas ,2007,Drama,130,Spain,Emilio Martinez-Lazaro,0,2,4,2,6,14
Rosamunde Pilcher - Sieg der Liebe,2007,Romantic,90,Germany,Dieter Kehler,0,2,0,1,3,7
Inga Lindström - Das Geheimnis von Svenaholm ,2006,Drama,88,Germany,John Delbridge,0,2,0,1,4,9
Story,2003,Documentary,87,Germany,Dana Ranga,0,2,3,0,7,4
Five Minutes of Heaven,2009,Thriller,90,Great Britain,Oliver Hirschbiegel,0,0,1,1,6,45
Im Tal der wilden Rosen - Herz im Wind,2007,Romantic,85,Germany,Oliver Dommenget,0,2,0,1,2,3
Rosamunde Pilcher - Flügel der Hoffnung,2007,Romantic,90,Germany,Dieter Kehler,0,2,0,1,3,10
Moonshot ,2009,Drama,90,Great Britain,Richard Dale,0,2,1,2,5,3
Leroy,2007,Comedy,89,Germany,Armin Völckers,1,2,2,1,6,4
Wiedersehen in Verona,2007,Romantic,87,Germany,Dirk Regel,0,2,0,1,4,3
Cosmonaut Polyakov,2007,Documentary,110,Germany,Dana Ranga,0,2,3,0,7,6
The End of the Line,2009,Documentary,82,Great Britain,Rupert Murray,0,2,3,1,8,6
Im Tal der wilden Rosen - Triumph der Liebe,2007,Romantic,88,Germany,Oliver Dommenget,0,2,0,1,3,3
An Education,2009,Drama,100,Great Britain,Lone Scherfig,0,2,0,1,6,111
Balibo,2009,Thriller,90,Australia,Robert Connolly,0,0,0,0,7,3
Im Tal der wilden Rosen - Ritt ins Glück,2007,Romantic,89,Germany,Oliver Dommenget,0,2,0,1,2,3
Inga Lindström - Die Frau am Leuchtturm,2006,Romantic,90,Germany,Andi Niessner,0,2,0,1,3,9
Rosamunde Pilcher: Sommer des Erwachens,2006,Romantic,90,Germany,Dieter Kehler,0,2,0,0,4,3
Sombre,1998,Drama,112,France,Philippe Grandrieux,0,0,0,0,7,14
La vie nouvelle,2002,Drama,102,France,Philippe Grandrieux,0,0,0,0,8,25
Eine Prinzessin zum Verlieben ,2005,Comedy,97,Germany,Franziska Meyer Price,1,2,0,0,5,4
Is Anybody There?,2008,Drama,95,Great Britain,John Crowley,0,0,0,0,5,4
The Bet ,2006,Thriller,92,Australia,Mark Lee,0,2,0,2,6,5
Soul Kitchen,2009,Comedy,99,Germany,Fatih Akin,2,3,1,2,7,243
Im Tal der wilden Rosen - Fluss der Liebe ,2008,Romantic,90,Germany,Oliver Dommenget,0,2,0,2,4,5
Inga Lindström - Inselsommer,2005,Romantic,85,Germany,Karola Meeder,0,2,0,1,4,4
Inga Lindström - Entscheidung am Fluss,2005,Romantic,86,Germany,Oliver Dommenget,0,2,0,1,2,6
Complices,2009,Drama,93,France,Frédéric Mermoud,0,0,0,0,6,5
Creation,2009,Biography,108,Great Britain,Jon Amiel,0,0,0,0,5,22
Rosamunde Pilcher - Nebel über Schloss Kilrush,2007,Romantic,88,Germany,Andi Niessner,0,2,0,1,3,7
Inga Lindström - Auf den Spuren der Liebe ,2006,Romantic,78,Germany,Heidi Kranz,0,2,0,1,2,6
Apan,2009,Drama,81,Sweden,Jesper Ganslandt,0,0,0,0,5,5
Das 100 Millionen Dollar Date ,2007,Drama,90,Germany,Josh Broecker,0,2,0,1,3,4
Im Tal der wilden Rosen: Prüfung des Herzenes,2008,Romantic,89,Germany,Stefan Bartmann,0,2,0,1,4,4
Inga Lindström: Sommertage am Lilja-See,2007,Romantic,90,Germany,John Delbridge,0,2,0,1,2,7
Regreso a Moira ,2006,Horror,80,Spain,Mateo Gil,0,2,0,2,6,20
Die Krähen ,2006,Horror,90,Germany,Edzard Onneken,0,2,0,2,3,4
Adriana et moi ,2007,Comedy,90,France,Williams Crépin,1,2,0,0,5,4
Flickan som lekte med elden ,2009,Thriller,127,Sweden,Daniel Alfredson,0,2,2,2,5,138
Luftslottet som sprängdes ,2009,Thriller,148,Sweden,Daniel Alfredson,0,2,2,2,5,100
Le poulpe,1998,Comedy,100,France,Guillaume Nicloux,0,0,0,0,5,5
Inga Lindström - Hochzeit in Hardingsholm,2008,Drama,90,Germany,Karola Meeder,0,2,0,1,3,8
Zanan bedoone mardan,2009,Drama,95,Germany,Shirin Neshat,0,2,4,2,6,41
Le premier cercle ,2009,Crime,95,France,Laurent Tuel,0,2,0,2,4,45
Películas para no dormir: La habitación del niño ,2006,Horror,77,Spain,Alex de la Iglesia,0,2,0,2,5,29
Partir ,2009,Drama,85,France,Catherine Corsini,0,0,0,0,6,89
Inga Lindström - Sommer der Entscheidung,2008,Drama,78,Germany,Andi Niessner,0,2,0,1,3,7
La culpa,2006,Horror,72,Spain,Narciso Ibáñez Serrador,0,2,0,3,5,15
The Descent: Part 2,2009,Adventure,94,Great Britain,Jon Harris,0,2,0,3,5,12
Le refuge ,2009,Drama,88,France,François Ozon,0,2,2,2,6,58
Berlin Calling,2008,Drama,105,Germany,Hannes Stöhr,0,2,3,1,5,34
Bronson,2008,Drama,92,Great Britain,Nicolas Winding Refn,3,4,3,2,7,283
Saibogujiman kwenchana ,2006,Comedy,105,South Korea,Chan-wook Park,1,1,1,0,7,50
Los cronocrímenes,2007,Sci-Fi,92,Spain,Nacho Vigalondo,0,2,1,3,7,141
Adivina quién soy ,2006,Horror,73,Spain,Enrique Urbizu,0,2,1,3,3,10
Ripley Under Ground,2005,Thriller,101,Germany,Roger Spottiswoode,1,2,0,2,4,17
Senseless,2008,Thriller,93,Great Britain,Simon Hynd,0,0,0,0,5,4
Cuento de navidad ,2005,Horror,71,Spain,Paco Plaza,1,2,0,2,6,22
Vision - Aus dem Leben der Hildegard von Bingen ,2009,Biography,110,Germany,Margarethe Von Trotta,1,2,3,2,7,6
After,2009,Drama,112,Spain,Alberto Rodriguez,0,0,0,0,7,3
The City of Your Final Destination ,2007,Drama,117,Great Britain,James Ivory,0,1,1,1,4,45
City of Violence,2006,Action,92,South Korea,Seung-wan Ryoo,0,0,0,0,7,14
Kérity la maison des contes ,2009,Animation,78,France,Dominique Monféry,1,2,1,1,7,22
Skellig,2009,Drama,102,Great Britain,Annabel Jankel,0,0,0,0,7,4
Cette femme-là,2003,Drama,100,France,Guillaume Nicloux,0,2,1,3,6,24
Bancs publics (Versailles rive droite),2009,,110,France,Bruno Podalydès,0,0,0,0,6,3
The Age of Stupid,2008,Documentary,92,Great Britain,Franny Armstrong,1,2,4,1,8,4
Daylight Robbery ,2008,Action,99,Great Britain,Paris Leonti,0,2,0,1,4,20
Heartless,2009,Drama,90,Great Britain,Philip Ridley,0,2,1,3,5,16
The Children,2008,Horror,84,Great Britain,Tom Shankland,0,0,0,0,6,10
Book of Blood,2008,Drama,96,Great Britain,John Harrison,0,0,0,0,5,3
Doghouse,2009,Comedy,89,Great Britain,Jake West,1,1,0,0,4,4
Dread,2009,Horror,90,Great Britain,Anthony DiBlasi,0,1,1,1,5,8
Le petit Nicolas ,2009,Comedy,91,France,Laurent Tirard,2,2,0,0,6,125
Mataharis,2007,Comedy,100,Spain,Iciar Bollain,0,0,0,0,8,3
Drottningen och jag ,2008,Documentary,90,Sweden,Nahid Persson,0,2,3,0,6,11
Nenette,2010,Documentary,55,France,Nicholas Filibert,0,0,0,0,5,3
Lesbian Vampire Killers,2009,Action,86,Great Britain,Phil Claydon,1,3,0,1,4,4
Harry Brown,2009,Thriller,103,Great Britain,Daniel Barber,0,3,2,3,6,74
Mary and Max,2009,Animation,80,Australia,Adam Elliot,2,3,3,1,7,46
Le héros de la famille,2006,Drama,103,France,Thierry Klifa,2,2,1,0,5,4
Van Diemen's Land,2009,Thriller,104,Australia,Jonathan auf der Heide,0,0,0,0,7,7
Hercule Poirot’s Christmas ,1994,Thriller,100,Great Britain,Edward Bennett,0,0,0,0,6,14
The Murder of Roger Ackroyd,2000,Thriller,103,Great Britain,Andrew Grieve,0,1,0,1,6,15
Murder on the Links,1996,Thriller,94,Great Britain,Andrew Grieve,1,1,1,0,5,10
Dumb Witness,1996,Thriller,103,Great Britain,Edward Bennett,0,0,0,0,6,9
Hickory Dickory Dock,1996,Thriller,103,Great Britain,Andrew Grieve,0,0,0,0,6,5
Lord Edgware Dies,1999,Thriller,120,Great Britain,Brian Farnham,0,0,0,0,5,8
Peril at End House,1990,Thriller,103,Great Britain,Renny Rye,0,0,0,0,7,11
The Adventure of the Egyptian Tomb,1993,Thriller,54,Great Britain,Peter Barber Fleming,0,0,0,0,6,3
The Theft of the Royal Ruby,1991,Thriller,54,Great Britain,Andrew Grieve,0,0,0,0,7,4
Agatha Christie's Poirot: How Does Your Garden Grow?,1991,Thriller,54,Great Britain,Brian Farnham,0,0,0,0,7,3
Five Little Pigs,2003,Thriller,94,Great Britain,Paul Unwin,0,0,0,0,6,17
Sad Cypress,2003,Thriller,94,Great Britain,David Moore,0,0,0,0,5,7
The Mystery of the Blue Train,2005,Thriller,94,Great Britain,Hettie MacDonald,0,0,0,0,5,11
After the Funeral,2005,Thriller,94,Great Britain,Maurice Phillips,0,0,0,0,5,10
Cards on the Table,2005,Thriller,94,Great Britain,Sarah Harding,0,0,0,0,5,13
Taken at the Flood ,2005,Thriller,94,Great Britain,Andy Wilson,0,0,0,0,5,12
The Hollow,2004,Thriller,94,Great Britain,Simon Langton,0,0,0,0,5,11
The Cornish Mystery,1990,Thriller,50,Great Britain,Edward Bennett,0,0,0,0,7,3
The Case of the Missing Will,1992,Thriller,50,Great Britain,John Bruce,0,0,0,0,5,3
The Adventure of the Italian Nobleman,1992,Thriller,50,Great Britain,Brian Farnham,0,0,0,0,6,3
The Chocolate Box,1992,Thriller,50,Great Britain,Ken Grieve,0,0,0,0,6,4
Dead Man's Mirror,1992,Thriller,50,Great Britain,Brian Farnham,0,0,0,0,5,4
The Jewel Robbery at the Grand Metropolitan,1992,Thriller,50,Great Britain,Ken Grieve,0,0,0,0,6,4
The Loved Ones,2009,Horror,84,Australia,Sean Byrne,0,3,0,3,7,45
14 kilómetros,2007,Drama,95,Spain,Gerardo Olivares,0,2,4,1,7,27
Bye Bye Berlusconi!,2006,Comedy,86,Germany,Jan Henrik Stahlberg,0,0,0,0,4,6
Hadewijch,2009,Drama,120,France,Bruno Dumont,0,2,4,3,7,53
Les aventures extraordinaires d'Adèle Blanc-Sec ,2010,Fantasy,107,France,Luc Besson,3,2,1,1,6,152
Hon dansade en sommar,1951,Drama,103,Sweden,Arne Mattsson,0,0,0,0,7,4
Die Abenteuer des Prinzen Achmed ,1926,Animation,65,Germany,Lotte Reiniger,0,0,0,0,8,27
OceanWorld 3D,2009,Documentary,81,Great Britain,Jean-Jacques Mantello,0,2,2,1,5,25
The Chronicles of Narnia. The Voyage of the Dawn Treader,2010,Fantasy,115,Great Britain,Michael Apted,1,2,1,2,5,89
Raza,1942,Drama,113,Spain,José Luis Saenz de Heredia,0,2,2,1,6,11
Banlieue 13 - Ultimatum,2009,Action,101,France,Patrick Alessandrin,0,0,0,0,6,43
44 Inch Chest,2009,Drama,95,Great Britain,Malcolm Venville,1,2,2,2,5,23
Macbeth - La tragedia dell'ambizione,2006,Drama,109,Australia,Geoffrey Wright,0,0,0,0,6,4
De l'autre côté du lit ,2008,Comedy,93,France,Pascale Pouzadoux,1,2,0,0,4,10
Le missionnaire ,2009,Comedy,90,France,Roger Delattre,2,2,0,1,6,55
Unmade Beds,2009,Comedy,92,Great Britain,Alexis Dos Santos,0,0,0,0,3,5
Le dernier vol,2009,Adventure,98,France,Karim Dridi,0,0,0,0,5,16
L'immortel ,2010,Crime,117,France,Richard Berry,0,3,1,3,6,150
R.T.T.,2009,Comedy,88,France,Frédéric Berthe,0,0,0,0,4,6
Castillos de cartón,2009,Drama,94,Spain,Salvador García Ruiz,0,0,0,0,4,16
Das Phänomen der Oper,2007,Musical,70,Germany,Alexander Kluge,0,2,4,2,7,3
Plein sud,2009,Drama,87,France,Sébastien Lifshitz,2,3,1,2,7,14
Im Sturm der Zeit - Facts & Fakes,2007,Documentary,120,Germany,Alexander Kluge,0,2,3,0,7,4
Die poetische Kraft der Theorie,2007,Sperimental,88,Germany,Alexander Kluge,0,1,4,0,7,5
Der Zauber der verdunkelten Seele,2007,Documentary,102,Germany,Alexander Kluge,0,1,3,1,7,6
Im Auftrag des Vatikans ,2006,Action,90,Germany,Diethard Küster,0,2,0,1,4,5
Bienvenue chez les Rozes ,2003,Comedy,90,France,Francis Palluau,2,2,1,3,5,9
Judex,1963,Thriller,93,France,Georges Franju,1,2,0,2,7,23
Nuits rouges ,1973,Thriller,100,France,Georges Franju,1,2,0,1,5,10
Nanga Parbat,2010,Documentary,104,Germany,Joseph Vilsmaier,0,2,3,2,6,18
A Closed Book,2010,Thriller,88,Great Britain,Raoul Ruiz,0,0,0,0,8,3
L'arroseur arrosé,1897,,49,France,Alice Guy,0,0,0,0,6,12
Micmacs à tire-larigot ,2009,Comedy,105,France,Jean-Pierre Jeunet,2,3,1,1,7,113
Little Fish,2005,Drama,114,Australia,Rowan Woods,0,2,0,3,5,13
La première étoile ,2009,Comedy,90,France,Lucien Jean-Baptiste,2,3,2,0,5,17
Centurion,2010,Adventure,97,Great Britain,Neil Marshall,1,3,1,3,6,155
The Haunted Airman,2006,Drama,68,Great Britain,Chris Durlacher,0,0,0,0,4,8
Ça reste entre nous ,1998,Comedy,86,France,Martin Lamotte,2,2,0,0,5,5
Solino,2002,Drama,124,Germany,Fatih Akin,0,0,0,0,5,6
Reflections ,2008,Thriller,99,Spain,Bryan Goeres,0,2,0,1,4,5
The Cars That Ate Paris,1974,Comedy,91,Australia,Peter Weir,0,0,0,0,6,30
Gwoemul,2006,Horror,119,South Korea,Joon-ho Bong,3,3,2,3,7,204
Un jeu d'enfants ,2001,Drama,85,France,Laurent Tuel,0,0,0,0,6,8
Je m'appelle tous Milana,2009,Drama,90,France,Romain Goupil,1,2,2,1,5,27
Blood Trails,2006,Horror,87,Germany,Robert Krause,0,0,0,0,4,6
Night of the Eagle,1962,Horror,90,Great Britain,Sidney Hayers,0,0,0,0,6,8
Hidden Camera ,2007,Thriller,90,Spain,Bryan Goeres,0,2,0,1,5,5
Tête de turc,2010,Crime,87,France,Pascal Elbé,0,3,3,2,6,3
The Living and the Dead,2006,Drama,83,Great Britain,Simon Rumley,1,1,3,4,6,10
Des hommes et des dieux ,2010,Drama,120,France,Xavier Beauvois,0,2,4,3,7,136
The Housemaid,2010,Thriller,107,South Korea,Im Sang-soo,0,2,2,2,6,107
